Sample,,,,,,,[8871] 2-hydroxypyridine [6.519] Results,[107689] L-(+) lactic acid [6.851] Results,[757] glycolic acid [7.049] Results,[5950] L-alanine 1 [7.4748] Results,[C8] Methyl Caprylate [7.812] Results,[971] oxalic acid [7.883] Results,[6287] L-valine 2 [9.151] Results,[C9] Methyl Pelargonate [9.248] Results,[5951] L-serine 1 [9.706] Results,[6106] L-leucine 2 [9.945] Results,[1004] phosphoric acid [9.966] Results,[791] DL-isoleucine 2 [10.225] Results,[145742] L-proline 2 [10.321] Results,[750] glycine [10.456] Results,[1110] succinic acid [10.509] Results,[C10] Methyl Caprate [10.647] Results,[439194] glyceric acid [10.735] Results,[760] glyoxylic acid [10.813] Results,[638129] citraconic acid [10.792] Results,[444972] fumaric acid [10.94] Results,[5951] L-serine 2 [11.174] Results,[5950] L-alanine 2 [11.182] Results,[439742] beta-cyano-L-alanine [11.288] Results,[6288] L-threonine 2 [11.464] Results,[239] Beta- alanine  1 [12.044] Results,[12647] L-homoserine 2 [12.359] Results,[92824] D-malic acid [12.794] Results,[C12] Methyl Laurate [13.250] Results,[5960] aspartic acid 2 [13.207] Results,[7405] L-pyroglutamic acid [13.218] Results,[119] gamma-aminobutyric acid (GABA) [13.326] Results,[5460407] threonic acid [13.652] Results,[51] alpha ketoglutaric acid [13.859] Results,[236] L-asparagine 1 [14.496] Results,[33032] L-glutamic acid 2 [14.398] Results,[236] L-asparagine 1 [14.496] Results,"[428] 1,3-diaminopropane 1 [14.708] Results",[236] L-asparagine 2 [14.984] Results,[C14] Methyl Myristate [15.597] Results,[827] ribitol [15.66] Results,[754] glycerol 1-phosphate [16.056] Results,[738] L-glutamine 3 [16.092] Results,[8742] shikimic acid [16.433] Results,[311] citric acid [16.615] Results,[94214] methyl-beta-D-galactopyranoside   [16.935] Results,[190] adenine 1 [17.066] Results,[6508] quinic acid [17.076] Results,[5984] fructose 2 [17.288] Results,[448388] D-allose 1 [17.278] Results,[C16] Methyl Palmitate [17.723] Results,[24749] D-glucose 1 [17.426] Results,[5962] L-lysine 2 [17.643] Results,[448388] D-allose 2 [17.521] Results,[6057] tyrosine 2 [17.871] Results,[6251] D-mannitol [17.81] Results,[128869] galactonic acid 2 [18.504] Results,[985] palmitic acid [18.846] Results,[204] allantoin 3 [19.167] Results,[445858] ferulic acid [19.312] Results,[101713] glucoheptonic acid 2 [19.615] Results,[892] myo-inositol [19.354] Results,[5281] stearic acid [20.675] Results,[C20] Methyl Eicosanoate [21.441] Results,[439958] D-glucose-6-phosphate 2 [21.558] Results,[5202] serotonin 1 [22.532] Results,[5202] serotonin 2 [22.767] Results,[C22] Methyl Docosanoate [23.082] Results,[60961] adenosine [23.825] Results,[5988] Sucrose [23.988] Results,[C24] Methyl Linocerate [24.603] Results,[6255] maltose 1 [24.702] Results,[16219560] lactobionic acid 1 [24.583] Results,[441422] beta-gentiobiose 2 [25.42] Results,[C26] Methyl Hexacosanoate [26.023] Results,[439451] galactinol 2 [26.479] Results,[C28] Methyl Octacosanoate [27.349] Results,[C30] Methyl Triacontanoate [28.723] Results
,!,S2B3,251118_043.D,Sample,,11/19/2025 1:07 PM,336,619,,19638,8064,9465,795,5643,273,1504,664467,1050,733,10742,891,9781,1198,712,291,1101,8289,31032,174,2152,418,367,35070,15143,16738,36931,948,1797,961,550,10499,139,761,1247,15937,13993,2362,381,1093,12534,1780,274,2768,9428,3577,27158,16389,564,3110,1441,2837,966,14585,110,183,5554,10264,8827,12675,1472,663,665,12833,1930,1828385,11191,3399,362,213,9841,493,5498,3076
,!,S2B35,251118_044.D,Sample,,11/19/2025 1:36 PM,314,124,58,4426,7526,64491,381,5329,290,175,686972,235,423,5072,826,10710,1587,759,265,1079,2543,5687,74,307,140,86,27173,15335,8893,9299,258,1574,1441,166,2192,87,352,442,15377,13506,1725,246,1886,12012,2072,458,11633,5607,560209,34457,1402124,16805,720187,55966,721850,2189,12011,126,547,5695,28309,9931,15070,2320,400,130,14032,2392,968359,10955,2177,292,263,9908,2086,7974,3204
,!,S2B31,251118_045.D,Sample,,11/19/2025 2:05 PM,626,,91,64818,6951,19446,3597,5119,1048,8359,766055,3904,5962,47880,2818,8861,3745,1070,473,1729,133945,80185,1542,9393,2066,2141,179969,14075,39254,185993,2571,3890,4513,9328,98424,4752,3437,67869,20468,18698,8815,3588,2051,687833,5233,438,6430,23258,11222,24020,238918,3951,25248,11446,20092,4522,14258,493,1525,6427,43038,9336,12693,1741,2095,1072,14265,10680,1529213,14600,10719,1552,609,9225,116642,6970,2961
,!,S4A8,251118_046.D,Sample,,11/19/2025 2:35 PM,,119,,12878,6778,12022,2749,5878,434,832,802245,962,946,18170,1725,9942,8321,1287,240,1241,36240,14398,1778,7520,876,2014,142096,14539,154929,160091,1252,5704,2643,10746,38724,779,2270,81751,20311,18321,6993,7465,6984,103000,2470,1296,31204,11796,6707,26902,40049,1063,6313,1527,14003,3601,14445,932,1830,6563,51389,9394,13357,1817,2103,1526,15302,12179,1629507,12584,16446,761,232,9349,6146,7066,2895
,!,S4A27,251118_047.D,Sample,,11/19/2025 3:04 PM,656,629,,5224,6433,131726,2953,8243,289,2053,821631,1181,1677,4649,1350,9214,4050,2587,308,802,26647,11801,1278,5958,1294,760,17046,14082,79824,156136,2672,4525,334,9676,59793,3012,2005,49361,19778,16419,6572,1139,3406,32599,1829,833,9336,4534,5847,23793,8737,2635,1502,3957,15365,2512,12439,614,1103,5940,41830,7729,13108,1997,1412,1247,11900,3247,965887,11191,10571,689,404,7823,2019,5662,2567
,!,S2B12,251118_048.D,Sample,,11/19/2025 3:34 PM,408,521,,9652,7449,17632,740,2601,221,201,845717,506,482,5073,1244,7195,2915,773,127,1191,17314,20281,287,3574,635,839,68208,11698,81074,103522,1692,3417,1921,2751,22626,926,1478,7798,16892,14217,7881,1172,4367,22139,2403,409,22225,3774,6148,20359,11428,455,2243,1084,10194,2469,9295,481,81,6039,34533,7171,11802,1769,1435,1044,11344,3544,1427437,12416,7501,666,313,8871,3928,6826,3212
,!,S4A18,251118_049.D,Sample,,11/19/2025 4:03 PM,320,572,,20191,6894,18535,3604,4751,233,3329,738482,3902,8445,32480,3272,10097,4332,1212,483,1334,24992,31371,879,5414,1994,1830,89541,13971,60300,198287,1171,3904,472,6531,66774,2192,2223,33513,16858,14951,6971,1427,5722,95628,2169,1989,25728,8280,6001,22485,11734,1540,1970,13045,10992,3353,13740,633,1746,7427,86059,8545,11828,1174,1985,2048,13150,8738,1479933,12845,15388,713,288,9281,2142,6708,2878
,!,S4A25,251118_050.D,Sample,,11/19/2025 4:33 PM,,710,74,7558,6176,18265,2365,4901,520,742,805892,420,668,9504,1869,9425,4187,1702,270,1157,38457,19107,1137,7717,779,1598,67596,14772,137289,143928,1789,4970,1549,8891,29422,359,1927,35011,15708,15760,8558,3217,6156,22916,2483,1218,33997,5553,6770,23597,11482,940,2246,1673,13546,3101,12514,535,916,6523,48661,9526,14136,2104,1151,795,10779,6946,1489673,11020,10912,599,511,7844,3420,6337,2615
,!,S4A28,251118_051.D,Sample,,11/19/2025 5:02 PM,224,63,93,46942,5955,6367,3174,4946,176,6278,765930,2138,4682,7248,3465,9343,3456,1057,344,1088,33113,51778,1221,6241,1407,1651,58143,16169,40999,150990,2079,3294,730,6526,68083,1919,2006,37820,17163,15016,3952,839,842,311330,1911,1059,3288,4433,5189,21064,17753,1598,2820,5662,12828,2293,13000,499,1700,6686,33790,8218,13526,1102,1527,1086,12036,6758,943624,10804,7533,328,379,8330,32656,5684,2944
,!,S4A6,251118_052.D,Sample,,11/19/2025 5:32 PM,325,672,42,16788,5885,102306,1972,6760,,2475,365081,1046,1633,6263,1069,11460,5028,1038,375,3070,11199,25886,977,4431,681,959,41689,13419,29411,70318,31665,4074,313,6724,34279,402,956,34948,16890,16728,5583,854,3468,46508,2190,1395,14775,39415,4420,21086,24015,1723,3152,2860,10633,2640,13591,669,683,5436,37641,8591,12336,1680,567,238,11632,6557,1343984,9210,13058,1983,341,8971,1965,8388,3138
,!,S4A38,251118_053.D,Sample,,11/19/2025 6:01 PM,486,555,44,22972,3074,169062,2408,7774,883,1806,992575,892,1580,24905,3425,10904,5862,1923,222,1149,32897,29311,1547,10552,1079,2193,50848,14860,77841,212857,4276,4143,629,15394,89216,842,2401,80782,17197,16199,7255,2188,7429,59355,2283,1130,34350,11212,9584,21625,18335,1228,2558,3216,19288,3727,10168,294,865,6577,65856,7878,11922,1982,1071,947,12333,5669,1721048,11724,18737,2950,211,9419,1686,6556,3106
,!,S2B33,251118_054.D,Sample,,11/19/2025 6:31 PM,,390,,77471,6589,155802,3282,5679,890,9954,863354,5629,7960,15958,3703,9393,3962,1736,249,1884,156528,120890,1138,9357,2017,1861,164496,14619,42873,248160,5175,4011,4340,9248,108571,3302,3809,53384,16656,17434,8138,1791,1472,721144,5194,441,4124,22213,47850,21099,383394,3206,30648,10256,20813,3605,16104,542,1214,6794,45107,11364,11869,2307,2192,1359,10673,8760,1369574,13022,10355,734,324,7954,73826,6609,2943
,!,S2B38,251118_055.D,Sample,,11/19/2025 7:00 PM,,75,92,4180,6463,216399,2020,7597,859,1498,1149356,1179,1507,3325,2207,8398,4873,1575,363,963,36788,14806,1190,8133,1086,974,38661,13479,49206,194977,2393,4026,932,10181,77417,478,3929,54801,17496,19841,10060,888,15073,31689,5278,463,55612,6029,17188,21470,12940,2074,2476,3557,16528,3737,13613,801,1157,6331,93889,8349,10133,2048,3436,1394,10814,3357,1736671,10808,12905,1499,279,8976,1489,7520,2835
,!,S4A19,251118_056.D,Sample,,11/19/2025 7:30 PM,,,,33141,6337,7199,2308,5496,269,4632,724879,2344,6068,15846,2525,10902,3156,1491,357,1208,28286,45632,1170,4649,708,1313,51682,11536,39727,98155,1303,3996,985,10908,31282,4462,1709,60477,15855,15450,4207,1123,1025,75372,1921,1145,3110,8939,4615,19882,9089,1271,1739,4525,8871,1853,9026,581,1175,5375,35839,6203,11064,1266,883,495,11442,7466,1396488,9462,10760,488,138,7672,2095,6842,2234
,!,S2B36,251118_057.D,Sample,,11/19/2025 7:59 PM,,620,80,3419,7912,11808,1296,6287,918,575,1085129,663,546,4918,1799,9813,4617,1719,329,932,34125,17957,886,4390,419,781,34031,12600,32072,99487,1790,2943,2132,10821,21449,2945,3574,33273,14916,16853,7239,783,5406,9255,3585,577,32878,3998,9457,19721,8128,1696,1451,1674,10335,2108,11077,630,639,5877,49106,7846,11308,,2951,1633,10525,3918,1012326,10541,7630,404,259,8803,2574,6032,2367
,!,S4A21,251118_058.D,Sample,,11/19/2025 8:29 PM,476,636,24,22387,5593,119108,4029,6543,516,3976,753066,3668,4813,14203,1725,9237,3584,1747,239,1152,32826,40626,994,5079,1173,1096,90532,15234,49937,168329,622,3798,366,9981,44583,2493,1426,39406,16685,12748,5175,1479,2155,69558,1022,518,6403,13977,3001,21749,11779,1455,1962,6670,6704,2635,9837,1018,826,6148,49747,6673,11462,1813,1525,837,11258,8028,1761013,11202,9557,516,187,7941,1008,5584,2730
,!,S4A31,251118_059.D,Sample,,11/19/2025 8:58 PM,,32,95,32694,6085,6682,5147,6301,410,6207,734427,3036,6505,25653,3085,9244,5068,1890,297,1643,57905,55203,632,5648,1416,2104,166718,11451,48337,162361,1498,3180,2653,5694,56595,1499,1961,26038,16946,15913,5011,1761,2149,387546,2340,831,3461,31166,4673,1261,153275,1538,17691,9695,13809,3018,15332,370,942,5343,51024,9088,10704,992,1419,996,10569,9409,1449433,13038,16455,818,,8674,14718,6301,2393
,!,S2B25,251118_060.D,Sample,,11/19/2025 9:27 PM,341,707,121,12652,6287,107566,971,7021,396,602,813532,313,579,10418,1307,9281,5279,809,248,1228,18879,31047,317,3294,539,530,53780,13281,40983,71378,1148,2197,1734,1382,12632,361,1377,2828,14810,12547,4301,384,2787,21118,1933,305,11784,2701,5787,17311,6840,320,1221,544,5529,1507,7580,55,166,5677,24353,5404,9503,1008,810,576,10248,2055,1180131,8528,8303,425,279,6715,918,5662,2355
,!,S4A14,251118_061.D,Sample,,11/19/2025 9:57 PM,369,312,55,5691,6350,112214,1668,5796,274,2147,669976,927,1701,5464,1377,9335,3146,1124,254,959,10716,6010,1164,4364,759,764,23779,10864,63835,117296,3347,3635,400,9083,42221,2361,1291,42388,14829,14939,4547,855,2275,158917,1031,654,7984,5615,3603,18880,9501,1566,2091,2800,5071,2909,10152,347,227,5315,33860,6616,10041,977,807,643,10862,3619,1295076,8735,10007,1463,414,6752,2041,6179,2514
,!,S4A15,251118_062.D,Sample,,11/19/2025 10:26 PM,,91,75,15577,5828,15333,1987,3836,156,2963,673334,1884,2587,6352,1842,7422,1921,1923,400,1067,15920,27961,724,2590,534,799,32707,8907,48503,111961,826,3065,304,4218,26175,1623,1640,14461,15676,11120,3638,547,1111,74128,1333,1098,3066,6923,2863,18552,19135,1268,2675,3180,6537,1846,9989,425,1190,6528,46132,8005,11199,2117,1739,927,10009,4943,1236432,9856,11510,363,248,6650,3510,4975,2193
,!,S4A36,251118_063.D,Sample,,11/19/2025 10:56 PM,255,449,59,4802,4940,154457,1124,6253,242,470,588407,552,735,5910,946,8992,3623,1933,358,941,21764,15149,669,4158,389,673,41524,12084,71100,73101,1523,3193,2351,5296,15051,1038,1447,16035,13245,12630,5199,886,3401,12664,2016,664,15809,5207,5941,19042,12663,529,2293,977,10899,1830,12650,534,531,4757,28387,7107,10350,1337,1355,631,9833,4244,1227495,9467,6492,850,225,7882,3935,5821,2181
,!,S2B21,251118_064.D,Sample,,11/19/2025 11:25 PM,,325,134,26463,5138,22050,2777,3200,268,3165,831547,2038,3130,37214,806,3023,1002,1154,148,550,34760,31030,1461,4380,852,1584,35759,8967,56041,197703,1211,3194,767,16710,60735,664,2997,120591,15665,12964,7770,4759,3463,61850,3508,1137,9938,13592,7800,20800,30474,3474,5111,10250,10982,2749,11493,983,808,5752,56446,9597,10184,,3691,1676,10419,7508,1444738,11264,8201,1087,297,6647,1859,5592,2276
,!,S2B18,251118_065.D,Sample,,11/19/2025 11:55 PM,,,60,27429,5225,165922,3890,5068,383,3436,844277,2694,5342,40589,2228,8824,2672,1432,269,927,48122,56130,1374,7679,1256,2008,48859,12360,36744,211279,1569,3676,1057,21550,49115,5876,3432,72495,15837,12122,8158,1625,3940,48743,3149,784,17943,9283,7828,19038,18475,1891,4066,8939,8693,2593,11324,714,614,5775,63406,6961,11019,,1560,1221,10131,4896,1382459,12964,7632,1163,317,6577,739,4030,2375
,!,S4A37,251118_066.D,Sample,,11/20/2025 12:24 AM,337,442,66,12189,5286,174223,2328,7526,369,1067,1008508,647,1005,20622,2140,7987,5026,2098,304,1108,33890,27286,1506,8009,1166,2532,75131,11388,132622,142484,1572,3389,1424,16949,21571,4348,2316,64485,14452,13007,8038,3882,5822,22772,2485,1407,37435,7911,6896,19169,18772,1218,2787,1935,18066,2910,9561,413,910,6127,50605,6609,11163,1659,1343,645,10407,7280,1775439,10228,9738,1276,292,6989,1908,4533,2253
,!,S2B24,251118_067.D,Sample,,11/20/2025 12:54 AM,306,444,104,24270,3815,109925,750,6421,313,790,1010346,542,732,13074,2054,8734,6452,1383,219,1175,22501,54423,139,3269,678,693,75311,10344,51991,107184,3708,2947,2550,1817,11748,292,1482,2514,12756,11817,5021,616,3487,29017,1937,355,16796,5349,5635,18535,10859,551,2107,777,7254,1645,21322,169,226,4917,25168,13371,9629,1207,957,476,10515,3182,1790881,9606,6416,1533,211,5828,2982,5250,2498
,!,S2B6,251118_068.D,Sample,,11/20/2025 1:23 AM,,378,79,48570,4538,92836,1924,4776,496,5019,1089653,1856,3072,13275,1918,6672,1610,1270,309,2171,31414,145617,127,2553,578,614,92544,13403,23475,127586,1108,2336,2950,682,12561,81,1179,1226,12916,10659,4768,786,972,53918,2546,387,1856,28998,4278,17435,52306,851,7637,3282,9079,1625,11242,204,245,4789,24834,7895,8207,1152,1770,1184,10678,2989,1391579,12541,8241,401,455,5537,2453,4961,1709
,!,S4A22,251118_069.D,Sample,,11/20/2025 1:53 AM,,602,76,3745,4756,147403,1543,6118,176,845,243066,557,785,4804,1554,8887,2446,1205,272,1033,12028,13043,213,2193,562,475,26002,11710,62744,88400,1200,3163,467,2830,13892,625,956,3231,11614,10753,3546,172,1964,41952,1379,532,7537,3020,3544,15893,7099,602,1311,1479,6922,1842,6956,221,994,5166,36316,5417,8901,1286,1129,531,10350,2682,1144739,7473,10506,1320,203,6313,1128,4162,2089
,!,S2B29,251118_070.D,Sample,,11/20/2025 2:22 AM,417,475,74,26618,2733,154863,3714,5590,381,8562,725179,4348,6982,43952,2254,8455,2453,938,359,1459,87492,57189,653,6348,2139,1622,76945,12191,88389,168597,2749,2896,1331,8296,32072,178,2914,26455,13891,13657,5248,2379,1189,253577,3812,396,3543,4537,6338,17741,61411,4659,9491,8819,10190,1988,8211,489,1174,5029,32467,5667,11829,1170,3654,2716,10213,5930,1725774,8591,7636,549,254,6344,33363,4792,2168
,!,S2B37,251118_071.D,Sample,,11/20/2025 2:52 AM,,371,,3057,4799,179763,1157,4963,491,605,904892,503,566,4543,977,7809,3290,1395,284,1021,41498,19247,1026,5984,763,634,42894,10440,49355,86400,1649,2846,1926,8663,11899,2065,3536,17263,12737,12400,6480,494,4741,9181,3009,331,23128,3122,9641,17203,6114,1234,1064,1479,13632,2117,10668,409,648,5120,51084,6563,10151,1354,2930,1137,9492,3173,1400410,8767,6433,901,218,5653,1368,4486,2183
,!,S4A34,251118_072.D,Sample,,11/20/2025 3:21 AM,,41,55,2734,5673,5774,895,4889,169,790,726590,559,554,2439,1033,6735,2307,1344,278,636,12127,8069,452,2052,461,354,11047,9733,62331,51774,661,2008,236,3866,9023,773,1121,7506,12407,9419,4420,211,1548,12437,1748,569,5930,2611,4269,16602,5193,763,924,1451,9904,1284,8727,295,527,4141,14690,6615,8837,1571,841,410,10117,2369,818234,8324,8413,558,292,5787,1614,4877,2141
,!,S2B22,251118_073.D,Sample,,11/20/2025 3:50 AM,418,544,,1252,5209,4282,557,4991,140,440,370988,353,246,1088,633,6453,852,618,312,588,2776,3150,107,1071,316,105,7018,9353,17086,16987,343,1062,168,433,2421,174,482,740,11058,9849,1960,65,475,6053,556,164,1281,495,1356,14196,1381,190,348,539,2338,733,9418,163,73,3871,7284,5872,7207,1038,451,499,9680,392,254743,6153,2733,254,156,5275,341,4112,1403
,!,S2B32,251118_074.D,Sample,,11/20/2025 4:20 AM,429,150,,37482,5178,15826,2285,3576,404,5505,753145,2670,3275,27590,2100,6942,3630,594,291,987,88553,65930,1050,6822,1770,1718,91314,9647,19975,123518,1377,3076,2762,9566,28988,415,2985,38961,12581,11450,4969,1531,1196,372301,3621,394,4296,13110,9547,16269,54747,4102,8517,9009,9249,2767,9172,338,1254,5593,33849,7165,10444,1274,2434,1138,9426,6299,1748626,8692,7075,699,353,6566,62629,5044,1687
,!,S2B34,251118_075.D,Sample,,11/20/2025 4:49 AM,404,373,,2746,2919,122066,1255,5362,358,1032,1024539,1013,742,12038,1059,8128,3251,919,285,784,18455,10413,628,3525,817,647,8509,10745,43251,86723,1524,1897,540,11557,10261,1672,3333,16593,11831,11792,5469,145,2396,9477,3917,334,12419,3259,8658,16587,7481,1718,1294,2531,8665,1949,10369,761,913,5607,49779,6068,10074,1171,3857,2076,10107,3479,898472,6895,7871,957,301,6042,1002,5430,1898
,!,S2B4,251118_076.D,Sample,,11/20/2025 5:19 AM,,393,110,34983,2803,121998,2079,4669,309,3635,1085722,1496,1486,14276,1788,6995,1951,1039,451,1390,23340,120661,166,2869,556,444,92685,10684,17224,72716,1411,2072,2693,775,6489,138,1226,550,10247,11264,3909,410,1153,21261,2501,406,2206,17686,6711,14863,28973,1413,4153,3606,9829,1587,10343,234,164,3607,20312,5858,8355,1334,1318,640,8948,2660,1730960,9230,7258,586,356,5534,651,4439,1627
,!,S2B39,251118_077.D,Sample,,11/20/2025 5:48 AM,,540,67,1673,4691,7879,1370,4131,677,2384,1013009,1412,1194,8804,861,7974,2439,689,168,379,23535,8085,646,3194,749,461,5914,9280,19129,92794,1554,1720,270,3999,28851,1038,1389,10906,11338,9442,4269,284,1822,13044,1775,266,4998,1715,7151,13906,3532,1274,829,2706,4787,1055,10400,313,313,5240,32330,6466,9295,1469,1513,424,7893,1253,809469,8832,3599,414,94,5418,973,3933,1638
,!,S2B9,251118_078.D,Sample,,11/20/2025 6:18 AM,349,612,,1286,4886,4451,526,4136,186,1272,736492,461,631,873,1074,8980,1098,782,266,767,7600,9334,157,2058,460,215,10721,9591,45522,55156,973,1646,484,708,3560,157,1005,666,11039,9144,3710,77,1173,15370,1425,257,3007,1197,4896,14664,2749,699,667,1404,6162,1390,8085,130,152,3892,16058,5447,9327,1081,1179,738,8521,1117,731419,7312,3888,574,185,6084,467,4080,1585
,!,S4A2,251118_079.D,Sample,,11/20/2025 6:47 AM,409,290,91,5166,5564,13616,1139,3399,131,707,309384,656,880,7824,1230,6876,1892,746,197,475,12651,17590,396,1968,395,407,18922,8579,17758,44221,748,2653,325,3941,6192,1051,961,7078,11781,9695,2775,331,1848,10355,949,767,4816,3894,2338,15105,5507,698,1021,1402,6306,1289,9725,357,847,4538,34847,6668,8914,525,1409,590,9374,2935,1360947,8036,5701,343,259,5563,944,4258,1565
,!,S2B17,251118_080.D,Sample,,11/20/2025 7:17 AM,,445,95,15940,4251,7170,2015,4538,459,1268,834061,1252,2496,14262,934,6127,1916,747,267,714,24123,38166,1038,5295,892,1013,34808,9993,75619,142303,776,3278,496,15015,26199,2671,2089,32181,11848,11350,6026,725,3237,57420,2881,353,16536,4116,6350,13284,20629,1270,4565,3685,7468,2204,8754,233,513,4308,37899,5134,8059,,900,666,7520,3136,1306598,7907,4934,1377,86,5965,1156,3516,1557
,!,S4A32,251118_081.D,Sample,,11/20/2025 7:46 AM,,376,125,30800,5452,15715,1381,3297,136,3304,672969,1674,2977,4293,3618,5237,4520,784,241,954,31792,53962,542,3271,1109,1126,100641,8423,20110,104354,1703,2224,1534,4983,18172,1510,1133,11579,12374,9187,3587,669,1533,518269,1924,979,2744,35139,4333,1660,200549,1234,16921,5953,13922,2043,9505,346,1639,4695,29605,7729,9082,2029,1556,725,9606,7418,1756392,9153,22087,620,220,5833,48933,4680,2031
